report_id,family_id,report_date,borough,child_age,child_race_ethnicity,allegation_type,reporter_type,reporter_accuracy_score,assigned_caseworker_id,caseworker_caseload,narrative,outcome
SCR000621,FAM00253,2021-09-06,Manhattan,6,Hispanic/Latino,Physical Abuse,Law Enforcement,0.418,CW0074,65,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000622,FAM00390,2023-07-24,Queens,7,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Social Service Provider,0.331,CW0033,72,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000623,FAM00594,2021-10-01,Staten Island,6,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Daycare/Childcare,0.35,CW0073,32,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000624,FAM00256,2023-08-10,Bronx,10,Black/African American,Neglect - Medical,Hospital/Medical,0.392,CW0052,52,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000625,FAM00450,2024-09-29,Staten Island,1,Hispanic/Latino,Neglect - Educational,Daycare/Childcare,0.364,CW0033,46,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000626,FAM00010,2023-12-24,Brooklyn,0,White,Neglect - Inadequate Supervision,Hospital/Medical,0.474,CW0073,36,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000627,FAM00242,2024-02-19,Brooklyn,4,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.275,CW0078,55,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000628,FAM00251,2024-05-04,Brooklyn,10,White,Emotional Abuse,Law Enforcement,0.303,CW0037,72,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000629,FAM00005,2022-10-12,Brooklyn,2,Black/African American,Domestic Violence Exposure,Family Member,0.255,CW0070,47,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000630,FAM00119,2023-06-26,Bronx,10,White,Neglect - Inadequate Supervision,Family Member,0.236,CW0069,75,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000631,FAM00374,2024-06-08,Brooklyn,16,Hispanic/Latino,Sexual Abuse,Hospital/Medical,0.364,CW0004,75,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000632,FAM00065,2023-10-31,Brooklyn,1,Black/African American,Sexual Abuse,Shelter Staff,0.243,CW0060,35,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000633,FAM00146,2023-05-24,Queens,10,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.267,CW0074,60,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000634,FAM00224,2024-01-28,Queens,6,Unknown,Neglect - Inadequate Supervision,Social Service Provider,0.294,CW0031,58,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000635,FAM00239,2023-07-03,Brooklyn,14,Black/African American,Neglect - Inadequate Supervision,Social Service Provider,0.314,CW0014,38,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000636,FAM00177,2021-11-22,Brooklyn,2,Black/African American,Domestic Violence Exposure,Law Enforcement,0.367,CW0077,64,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000637,FAM00282,2023-08-31,Bronx,10,Black/African American,Neglect - Educational,Anonymous,0.107,CW0060,46,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000638,FAM00063,2023-07-11,Bronx,13,Hispanic/Latino,Emotional Abuse,Daycare/Childcare,0.312,CW0068,41,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000639,FAM00217,2022-06-15,Bronx,16,Hispanic/Latino,Neglect - Inadequate Supervision,Law Enforcement,0.369,CW0026,65,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000640,FAM00461,2022-05-22,Brooklyn,10,Black/African American,Physical Abuse,School/Educational Staff,0.318,CW0024,77,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000641,FAM00610,2024-07-29,Bronx,7,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.404,CW0056,53,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000642,FAM00105,2022-07-22,Staten Island,9,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.438,CW0009,39,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000643,FAM00099,2023-12-04,Brooklyn,14,Black/African American,Sexual Abuse,Law Enforcement,0.405,CW0035,59,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000644,FAM00511,2023-09-20,Brooklyn,8,Hispanic/Latino,Emotional Abuse,Hospital/Medical,0.34,CW0079,58,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000645,FAM00385,2024-07-07,Manhattan,0,White,Sexual Abuse,Neighbor/Community,0.206,CW0024,68,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000646,FAM00405,2022-05-05,Bronx,16,Black/African American,Neglect - Educational,School/Educational Staff,0.34,CW0031,39,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000647,FAM00518,2022-07-17,Brooklyn,10,Black/African American,Physical Abuse,Shelter Staff,0.258,CW0066,68,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000648,FAM00476,2023-06-20,Manhattan,10,Hispanic/Latino,Neglect - Educational,Daycare/Childcare,0.275,CW0066,57,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000649,FAM00645,2021-06-08,Brooklyn,2,Unknown,Neglect - Inadequate Supervision,Daycare/Childcare,0.35,CW0041,47,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000650,FAM00437,2022-08-09,Brooklyn,9,Unknown,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.38,CW0036,70,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000651,FAM00023,2022-04-26,Staten Island,5,White,Neglect - Inadequate Supervision,School/Educational Staff,0.254,CW0034,79,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000652,FAM00565,2022-07-11,Queens,9,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.237,CW0039,46,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000653,FAM00458,2022-11-19,Manhattan,1,Black/African American,Domestic Violence Exposure,Law Enforcement,0.376,CW0023,40,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000654,FAM00083,2022-10-17,Brooklyn,9,Black/African American,Neglect - Educational,Law Enforcement,0.368,CW0044,30,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000655,FAM00145,2024-01-12,Manhattan,17,Black/African American,Physical Abuse,School/Educational Staff,0.289,CW0070,46,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000656,FAM00085,2021-06-15,Bronx,0,Hispanic/Latino,Neglect - Inadequate Supervision,Daycare/Childcare,0.346,CW0058,65,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000657,FAM00078,2021-10-11,Brooklyn,17,White,Neglect - Educational,Hospital/Medical,0.365,CW0059,65,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000658,FAM00457,2021-11-05,Bronx,5,Asian,Neglect - Educational,Law Enforcement,0.358,CW0026,75,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000659,FAM00001,2022-04-19,Brooklyn,14,White,Neglect - Medical,Anonymous,0.167,CW0022,38,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000660,FAM00051,2023-02-24,Brooklyn,12,Black/African American,Sexual Abuse,School/Educational Staff,0.293,CW0040,74,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000661,FAM00446,2024-11-22,Bronx,8,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.226,CW0011,57,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Still Open
SCR000662,FAM00449,2021-11-09,Staten Island,11,Black/African American,Domestic Violence Exposure,Anonymous,0.116,CW0009,77,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000663,FAM00488,2024-12-17,Queens,14,Black/African American,Neglect - Inadequate Supervision,Law Enforcement,0.326,CW0012,62,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000664,FAM00034,2022-03-15,Manhattan,5,White,Neglect - Inadequate Supervision,Daycare/Childcare,0.363,CW0026,32,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000665,FAM00348,2021-05-12,Brooklyn,4,Black/African American,Physical Abuse,Anonymous,0.156,CW0038,37,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000666,FAM00095,2023-04-30,Queens,10,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Anonymous,0.057,CW0003,79,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000667,FAM00072,2023-04-15,Bronx,12,Black/African American,Neglect - Inadequate Supervision,Neighbor/Community,0.218,CW0015,35,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000668,FAM00551,2022-11-09,Queens,12,Hispanic/Latino,Neglect - Inadequate Supervision,Shelter Staff,0.224,CW0047,35,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000669,FAM00154,2024-01-17,Bronx,12,White,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.358,CW0005,58,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000670,FAM00250,2023-08-13,Queens,6,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.418,CW0054,66,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000671,FAM00438,2023-05-02,Bronx,13,White,Neglect - Educational,School/Educational Staff,0.248,CW0024,41,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000672,FAM00118,2021-05-08,Queens,1,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.223,CW0011,38,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000673,FAM00306,2022-02-28,Staten Island,7,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.327,CW0033,70,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000674,FAM00268,2023-05-11,Bronx,0,White,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.2,CW0074,78,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000675,FAM00054,2023-03-09,Brooklyn,4,Hispanic/Latino,Neglect - Inadequate Supervision,Law Enforcement,0.375,CW0057,48,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000676,FAM00236,2024-04-11,Staten Island,4,Unknown,Physical Abuse,Law Enforcement,0.461,CW0052,46,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000677,FAM00389,2024-11-25,Brooklyn,5,Black/African American,Neglect - Educational,Hospital/Medical,0.385,CW0064,77,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000678,FAM00401,2021-02-10,Queens,10,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.313,CW0043,73,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000679,FAM00624,2024-03-25,Manhattan,5,Hispanic/Latino,Emotional Abuse,School/Educational Staff,0.381,CW0044,61,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000680,FAM00303,2023-02-19,Brooklyn,6,Multiracial,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.434,CW0036,64,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000681,FAM00207,2023-09-04,Bronx,3,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.23,CW0012,43,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000682,FAM00229,2021-01-13,Bronx,5,White,Physical Abuse,Law Enforcement,0.405,CW0056,78,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000683,FAM00578,2022-12-22,Queens,2,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.162,CW0003,45,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000684,FAM00075,2022-09-04,Brooklyn,0,Black/African American,Emotional Abuse,Family Member,0.29,CW0050,50,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000685,FAM00435,2023-03-10,Brooklyn,8,Hispanic/Latino,Physical Abuse,Law Enforcement,0.339,CW0029,41,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000686,FAM00103,2023-05-09,Brooklyn,10,Black/African American,Physical Abuse,School/Educational Staff,0.458,CW0077,53,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000687,FAM00422,2024-01-08,Brooklyn,9,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.293,CW0016,63,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000688,FAM00306,2024-01-24,Queens,6,Asian,Neglect - Educational,Family Member,0.18,CW0040,37,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000689,FAM00098,2024-05-20,Staten Island,5,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.311,CW0027,73,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000690,FAM00335,2022-03-28,Brooklyn,14,Hispanic/Latino,Neglect - Inadequate Supervision,Daycare/Childcare,0.388,CW0070,50,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000691,FAM00435,2023-09-27,Queens,7,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.459,CW0042,77,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000692,FAM00447,2022-03-26,Queens,6,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Anonymous,0.162,CW0057,37,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000693,FAM00308,2022-07-13,Brooklyn,0,Black/African American,Neglect - Inadequate Supervision,Social Service Provider,0.393,CW0010,57,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000694,FAM00249,2023-06-12,Staten Island,4,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.304,CW0038,45,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000695,FAM00166,2023-09-22,Bronx,5,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.202,CW0008,39,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
